region,soil_type,crop_type,season,temperature_c,humidity_pct,rainfall_mm,wind_speed_kmh,evapotranspiration,soil_moisture_pct,should_irrigate,region_enc,soil_enc,crop_enc,season_enc
Karnataka,Clay,Rice,Kharif,25.6,70.9,0.5,15.1,5.08,56.4,1,8,2,1,0
Karnataka,Red,Vegetables,Kharif,24.5,59.4,0.2,14.1,2.7,36.9,1,8,4,3,0
Karnataka,Loamy,Sugarcane,Kharif,24.0,53.6,1.7,17.9,3.65,48.9,1,8,3,2,0
Karnataka,Red,Cotton,Kharif,23.8,85.9,2.4,17.1,3.32,40.3,1,8,4,0,0
Karnataka,Clay,Sugarcane,Kharif,23.7,48.7,5.7,20.6,4.06,68.3,1,8,2,2,0
Karnataka,Loamy,Sugarcane,Kharif,24.0,60.5,1.6,23.6,3.73,48.6,1,8,3,2,0
Karnataka,Red,Sugarcane,Kharif,23.7,91.7,5.5,20.3,3.06,46.9,1,8,4,2,0
Karnataka,Loamy,Rice,Kharif,23.7,85.4,15.8,16.7,3.35,77.6,0,8,3,1,0
Karnataka,Black,Vegetables,Kharif,23.7,77.3,5.6,20.9,3.3,66.8,0,8,1,3,0
Karnataka,Clay,Rice,Kharif,23.8,85.9,15.0,25.8,3.5,87.8,0,8,2,1,0
Karnataka,Red,Rice,Kharif,24.0,79.9,6.4,18.3,4.0,47.3,1,8,4,1,0
Karnataka,Red,Cotton,Kharif,23.7,94.4,5.9,18.3,3.63,46.9,1,8,4,0,0
Karnataka,Clay,Rice,Kharif,24.0,51.4,0.6,21.1,3.66,58.7,1,8,2,1,0
Karnataka,Clay,Sugarcane,Kharif,23.2,67.7,7.7,22.0,3.12,73.7,1,8,2,2,0
Karnataka,Loamy,Cotton,Kharif,23.1,45.8,2.3,24.7,3.43,50.5,0,8,3,0,0
Karnataka,Red,Sugarcane,Kharif,23.3,67.8,3.4,21.9,3.81,41.6,1,8,4,2,0
Karnataka,Black,Cotton,Kharif,22.0,94.3,26.8,22.5,1.44,95.0,0,8,1,0,0
Karnataka,Black,Cotton,Kharif,21.4,100.0,67.4,25.7,1.0,95.0,0,8,1,0,0
Karnataka,Loamy,Vegetables,Kharif,22.4,87.9,11.0,28.2,2.13,69.8,0,8,3,3,0
Karnataka,Loamy,Rice,Kharif,23.2,92.5,5.3,30.9,3.58,56.2,1,8,3,1,0
Karnataka,Red,Cotton,Kharif,23.5,51.9,0.9,24.4,4.21,36.0,1,8,4,0,0
Karnataka,Clay,Vegetables,Kharif,23.9,47.3,1.7,26.2,4.26,60.0,0,8,2,3,0
Karnataka,Clay,Vegetables,Kharif,24.0,85.4,1.7,20.5,3.93,60.5,0,8,2,3,0
Karnataka,Loamy,Sugarcane,Kharif,24.7,52.5,0.4,17.7,4.35,45.3,1,8,3,2,0
Karnataka,Red,Sugarcane,Kharif,24.6,57.6,0.5,18.0,4.46,34.8,1,8,4,2,0
Karnataka,Loamy,Cotton,Kharif,24.1,60.6,2.6,14.8,3.73,50.6,0,8,3,0,0
Karnataka,Clay,Cotton,Kharif,24.2,70.4,0.0,17.0,4.47,56.3,0,8,2,0,0
Karnataka,Black,Rice,Kharif,24.1,79.8,0.2,16.3,4.13,54.7,1,8,1,1,0
Karnataka,Red,Sugarcane,Kharif,24.7,78.5,5.7,12.7,4.13,45.7,1,8,4,2,0
Karnataka,Red,Cotton,Kharif,24.0,68.9,3.8,10.4,3.21,43.3,1,8,4,0,0
Karnataka,Black,Rice,Kharif,24.7,60.4,1.4,15.3,3.68,57.8,1,8,1,1,0
Karnataka,Clay,Cotton,Kharif,25.3,63.8,0.0,12.6,4.55,56.2,0,8,2,0,0
Karnataka,Clay,Cotton,Kharif,25.1,79.0,0.0,17.3,5.03,55.5,0,8,2,0,0
Karnataka,Loamy,Rice,Kharif,25.4,38.7,0.0,16.2,5.24,43.1,1,8,3,1,0
Karnataka,Loamy,Rice,Kharif,25.1,47.1,3.1,18.2,4.55,50.4,1,8,3,1,0
Karnataka,Black,Rice,Kharif,24.4,100.0,22.8,16.5,4.0,95.0,0,8,1,1,0
Karnataka,Loamy,Vegetables,Kharif,24.5,57.3,3.6,24.8,4.01,52.2,0,8,3,3,0
Karnataka,Black,Rice,Kharif,24.9,62.2,0.8,26.9,4.62,55.2,1,8,1,1,0
Karnataka,Black,Rice,Kharif,24.7,47.1,0.3,20.5,4.33,54.6,1,8,1,1,0
Karnataka,Red,Rice,Kharif,24.8,78.9,13.0,18.5,3.81,60.8,1,8,4,1,0
Karnataka,Loamy,Rice,Kharif,24.8,52.6,0.5,15.9,3.97,46.0,1,8,3,1,0
Karnataka,Clay,Rice,Kharif,24.0,70.3,4.5,23.3,3.69,66.5,1,8,2,1,0
Karnataka,Black,Rice,Kharif,23.0,40.8,6.7,25.5,2.39,70.3,0,8,1,1,0
Karnataka,Loamy,Rice,Kharif,22.6,100.0,18.3,21.4,1.96,84.7,0,8,3,1,0
Karnataka,Red,Cotton,Kharif,23.1,90.5,2.3,18.0,2.77,40.9,1,8,4,0,0
Karnataka,Black,Rice,Kharif,24.0,60.9,0.6,15.2,4.02,55.7,1,8,1,1,0
Karnataka,Loamy,Cotton,Kharif,23.2,80.9,5.9,19.5,3.5,57.5,0,8,3,0,0
Karnataka,Red,Cotton,Kharif,23.3,61.6,1.2,18.4,3.06,38.3,1,8,4,0,0
Karnataka,Red,Sugarcane,Kharif,23.7,71.3,0.1,21.0,2.52,36.9,1,8,4,2,0
Karnataka,Clay,Vegetables,Kharif,24.0,70.4,0.1,27.3,4.07,57.1,0,8,2,3,0
Karnataka,Clay,Cotton,Kharif,23.7,50.1,0.0,28.0,4.42,56.4,0,8,2,0,0
Karnataka,Clay,Rice,Kharif,23.5,77.1,1.2,22.8,3.34,60.4,1,8,2,1,0
Karnataka,Red,Vegetables,Rabi,24.6,50.5,0.1,17.4,4.24,34.3,1,8,4,3,1
Karnataka,Black,Vegetables,Rabi,24.7,53.2,0.0,17.6,4.27,54.1,0,8,1,3,1
Karnataka,Red,Sugarcane,Rabi,24.5,49.1,0.0,20.0,4.28,34.1,1,8,4,2,1
Karnataka,Black,Cotton,Rabi,24.5,63.1,0.6,17.7,3.57,56.3,0,8,1,0,1
Karnataka,Red,Rice,Rabi,23.9,63.8,0.7,14.1,3.81,36.2,1,8,4,1,1
Karnataka,Clay,Rice,Rabi,23.4,91.0,1.6,14.4,3.33,61.2,1,8,2,1,1
Karnataka,Red,Sugarcane,Rabi,23.7,73.7,1.9,10.4,3.79,38.6,1,8,4,2,1
Karnataka,Clay,Rice,Rabi,24.1,71.4,0.0,14.1,4.81,55.8,1,8,2,1,1
Karnataka,Black,Rice,Rabi,22.5,49.7,0.0,12.5,5.01,53.0,1,8,1,1,1
Karnataka,Black,Sugarcane,Rabi,22.2,48.4,0.0,8.9,4.43,53.9,1,8,1,2,1
Karnataka,Black,Rice,Rabi,22.9,74.8,0.0,10.4,4.41,53.9,1,8,1,1,1
Karnataka,Loamy,Vegetables,Rabi,23.5,66.2,0.0,15.7,4.64,44.0,0,8,3,3,1
Karnataka,Loamy,Cotton,Rabi,23.9,49.8,0.0,14.7,4.94,43.6,1,8,3,0,1
Karnataka,Red,Rice,Rabi,22.3,83.3,0.0,15.4,4.95,33.1,1,8,4,1,1
Karnataka,Clay,Cotton,Rabi,21.1,38.0,0.0,14.9,4.69,56.0,0,8,2,0,1
Karnataka,Loamy,Vegetables,Rabi,21.3,50.8,0.0,17.5,4.78,43.8,0,8,3,3,1
Karnataka,Red,Cotton,Rabi,20.9,68.5,0.0,18.9,4.91,33.1,1,8,4,0,1
Karnataka,Red,Rice,Rabi,21.8,63.1,0.0,18.8,4.64,33.5,1,8,4,1,1
Karnataka,Clay,Rice,Rabi,22.4,53.4,0.0,16.3,3.52,57.7,1,8,2,1,1
Karnataka,Black,Sugarcane,Rabi,22.5,43.8,0.0,17.6,4.78,53.3,1,8,1,2,1
Karnataka,Black,Rice,Rabi,24.0,61.7,0.0,19.8,4.79,53.3,1,8,1,1,1
Karnataka,Clay,Sugarcane,Rabi,24.5,35.5,0.6,22.4,3.91,58.3,1,8,2,2,1
Karnataka,Loamy,Cotton,Rabi,23.9,91.0,0.5,16.9,3.82,46.3,1,8,3,0,1
Karnataka,Loamy,Cotton,Rabi,24.3,76.0,0.0,19.5,4.16,44.8,1,8,3,0,1
Karnataka,Loamy,Sugarcane,Rabi,23.3,45.7,0.0,19.1,4.51,44.2,1,8,3,2,1
Karnataka,Clay,Cotton,Rabi,22.6,58.3,0.0,18.0,3.74,57.4,0,8,2,0,1
Karnataka,Black,Cotton,Rabi,21.6,25.8,0.0,22.0,4.34,54.0,0,8,1,0,1
Karnataka,Black,Vegetables,Rabi,21.2,57.5,0.0,20.1,4.2,54.2,0,8,1,3,1
Karnataka,Black,Rice,Rabi,20.9,36.6,0.0,17.8,4.21,54.2,1,8,1,1,1
Karnataka,Clay,Rice,Rabi,22.1,46.5,0.0,17.2,3.54,57.7,1,8,2,1,1
Karnataka,Clay,Cotton,Rabi,23.0,50.1,0.0,14.5,4.31,56.5,0,8,2,0,1
Karnataka,Black,Cotton,Rabi,22.9,56.8,0.0,14.8,4.02,54.5,0,8,1,0,1
Karnataka,Red,Vegetables,Rabi,23.4,79.6,0.1,17.8,3.65,35.2,1,8,4,3,1
Karnataka,Loamy,Vegetables,Rabi,22.6,90.6,3.4,24.0,2.86,53.5,0,8,3,3,1
Karnataka,Black,Sugarcane,Rabi,22.9,60.7,0.2,22.0,3.11,56.2,1,8,1,2,1
Karnataka,Clay,Cotton,Rabi,22.2,70.3,0.1,19.8,3.58,57.8,0,8,2,0,1
Karnataka,Loamy,Sugarcane,Rabi,22.3,52.3,0.0,16.8,4.1,44.9,1,8,3,2,1
Karnataka,Red,Sugarcane,Rabi,21.4,60.5,0.0,14.8,4.15,34.3,1,8,4,2,1
Karnataka,Red,Sugarcane,Rabi,20.6,42.0,0.0,19.1,4.36,34.0,1,8,4,2,1
Karnataka,Red,Cotton,Rabi,20.5,20.5,0.0,18.7,4.87,33.2,1,8,4,0,1
Karnataka,Red,Vegetables,Rabi,19.8,75.9,0.0,17.3,4.76,33.4,1,8,4,3,1
Karnataka,Red,Cotton,Rabi,19.3,77.4,0.0,15.2,4.41,33.9,1,8,4,0,1
Karnataka,Loamy,Vegetables,Rabi,19.8,60.6,0.0,13.0,4.25,44.6,0,8,3,3,1
Karnataka,Red,Rice,Rabi,19.6,55.9,0.0,14.1,4.15,34.3,1,8,4,1,1
Karnataka,Black,Vegetables,Rabi,19.8,72.0,0.0,16.3,4.23,54.2,0,8,1,3,1
Karnataka,Red,Sugarcane,Rabi,20.7,52.1,0.0,23.1,4.26,34.1,1,8,4,2,1
Karnataka,Clay,Cotton,Rabi,21.8,43.6,0.0,20.2,4.15,56.8,0,8,2,0,1
Karnataka,Clay,Cotton,Rabi,20.6,92.2,0.0,17.6,4.69,56.0,0,8,2,0,1
Karnataka,Loamy,Rice,Rabi,19.8,62.7,0.0,19.4,4.82,43.8,1,8,3,1,1
Karnataka,Clay,Cotton,Rabi,19.3,48.0,0.0,16.5,4.42,56.4,0,8,2,0,1
Karnataka,Red,Vegetables,Rabi,19.3,92.3,0.0,16.5,4.02,34.5,1,8,4,3,1
Karnataka,Red,Rice,Rabi,19.6,66.3,0.0,16.5,3.88,34.7,1,8,4,1,1
Karnataka,Red,Cotton,Rabi,19.7,58.2,0.0,14.7,4.0,34.5,1,8,4,0,1
Karnataka,Clay,Vegetables,Rabi,19.5,78.6,0.0,12.5,3.99,57.0,0,8,2,3,1
Karnataka,Clay,Sugarcane,Rabi,19.2,56.1,0.0,15.0,3.95,57.1,1,8,2,2,1
Karnataka,Loamy,Vegetables,Rabi,20.0,65.5,0.0,15.2,3.91,45.1,0,8,3,3,1
Karnataka,Red,Vegetables,Rabi,19.7,59.7,0.0,17.1,3.99,34.5,1,8,4,3,1
Karnataka,Loamy,Sugarcane,Rabi,19.1,62.6,0.0,12.9,3.86,45.2,1,8,3,2,1
Karnataka,Red,Vegetables,Rabi,19.3,37.1,0.0,13.1,3.85,34.7,1,8,4,3,1
Karnataka,Loamy,Sugarcane,Rabi,20.3,80.2,0.0,9.2,3.69,45.5,1,8,3,2,1
Karnataka,Clay,Vegetables,Rabi,21.8,56.6,0.0,13.7,3.85,57.2,0,8,2,3,1
Karnataka,Red,Sugarcane,Rabi,22.7,74.3,0.0,15.8,4.4,33.9,1,8,4,2,1
Karnataka,Clay,Vegetables,Rabi,22.7,79.1,0.4,16.1,3.7,58.2,0,8,2,3,1
Karnataka,Loamy,Vegetables,Rabi,22.6,66.6,0.0,14.9,3.91,45.1,0,8,3,3,1
Karnataka,Loamy,Sugarcane,Rabi,21.7,50.2,0.0,18.1,4.67,44.0,1,8,3,2,1
Karnataka,Clay,Vegetables,Rabi,20.4,36.8,0.0,21.0,4.66,56.0,0,8,2,3,1
Karnataka,Black,Vegetables,Rabi,19.9,48.2,0.0,19.1,4.33,54.0,0,8,1,3,1
Karnataka,Black,Cotton,Rabi,19.9,46.3,0.0,20.2,4.38,53.9,0,8,1,0,1
Karnataka,Loamy,Cotton,Rabi,19.4,42.6,0.0,18.6,4.46,44.3,1,8,3,0,1
Karnataka,Black,Rice,Rabi,19.5,64.4,0.0,18.6,4.45,53.8,1,8,1,1,1
Karnataka,Clay,Vegetables,Rabi,20.2,91.7,0.0,18.2,4.82,55.8,0,8,2,3,1
Karnataka,Black,Vegetables,Rabi,19.7,64.0,0.0,18.7,3.13,55.8,0,8,1,3,1
Karnataka,Loamy,Rice,Rabi,21.8,64.5,0.0,19.1,3.87,45.2,1,8,3,1,1
Karnataka,Loamy,Rice,Rabi,22.8,69.9,0.2,13.5,3.86,45.6,1,8,3,1,1
Karnataka,Loamy,Cotton,Rabi,23.4,66.8,1.6,13.0,3.83,48.5,1,8,3,0,1
Karnataka,Loamy,Vegetables,Rabi,24.0,64.2,0.0,10.7,4.18,44.7,0,8,3,3,1
Karnataka,Clay,Rice,Rabi,22.8,51.6,0.0,12.6,4.22,56.7,1,8,2,1,1
Karnataka,Clay,Rice,Rabi,21.7,91.4,0.0,11.0,4.46,56.3,1,8,2,1,1
Karnataka,Black,Rice,Rabi,21.8,62.3,0.0,10.0,4.5,53.8,1,8,1,1,1
Karnataka,Red,Rice,Rabi,21.3,48.7,0.0,7.8,4.31,34.0,1,8,4,1,1
Karnataka,Red,Cotton,Rabi,21.1,64.3,0.0,12.7,4.77,33.3,1,8,4,0,1
Karnataka,Loamy,Cotton,Rabi,20.5,51.5,0.0,15.5,4.7,44.0,1,8,3,0,1
Karnataka,Loamy,Vegetables,Rabi,20.0,61.1,0.0,16.7,4.74,43.9,0,8,3,3,1
Karnataka,Loamy,Sugarcane,Rabi,20.0,55.2,0.0,15.9,4.47,44.3,1,8,3,2,1
Karnataka,Red,Cotton,Rabi,20.6,76.2,0.0,16.5,4.19,34.2,1,8,4,0,1
Karnataka,Loamy,Cotton,Rabi,22.5,71.9,0.0,14.9,4.39,44.4,1,8,3,0,1
Karnataka,Loamy,Sugarcane,Rabi,22.6,63.8,0.0,15.7,4.04,44.9,1,8,3,2,1
Karnataka,Loamy,Sugarcane,Rabi,23.7,26.8,0.2,16.7,4.33,44.9,1,8,3,2,1
Karnataka,Red,Rice,Rabi,23.6,86.3,0.0,12.5,4.47,33.8,1,8,4,1,1
Karnataka,Clay,Vegetables,Rabi,23.0,42.7,0.0,16.7,4.71,55.9,0,8,2,3,1
Karnataka,Clay,Vegetables,Rabi,22.3,51.8,0.0,15.1,4.91,55.6,0,8,2,3,1
Karnataka,Red,Vegetables,Rabi,21.9,71.1,0.0,17.6,5.21,32.7,1,8,4,3,1
Karnataka,Loamy,Cotton,Rabi,21.3,62.1,0.0,18.2,4.93,43.6,1,8,3,0,1
Karnataka,Loamy,Vegetables,Rabi,22.1,49.9,0.0,16.1,4.75,43.9,0,8,3,3,1
Karnataka,Loamy,Cotton,Rabi,22.5,52.0,0.0,17.6,4.72,43.9,1,8,3,0,1
Karnataka,Clay,Rice,Rabi,22.4,71.8,0.0,20.0,5.19,55.2,1,8,2,1,1
Karnataka,Loamy,Cotton,Rabi,22.3,83.3,0.0,19.7,5.1,43.4,1,8,3,0,1
Karnataka,Red,Vegetables,Rabi,22.4,44.7,0.0,21.7,5.49,32.3,1,8,4,3,1
Karnataka,Red,Cotton,Rabi,22.3,52.2,0.0,15.6,5.34,32.5,1,8,4,0,1
Karnataka,Loamy,Vegetables,Rabi,22.7,42.3,0.0,14.4,5.32,43.0,0,8,3,3,1
Karnataka,Black,Rice,Rabi,23.0,50.7,0.0,12.1,5.08,52.9,1,8,1,1,1
Karnataka,Red,Rice,Rabi,23.1,65.1,0.0,14.8,5.54,32.2,1,8,4,1,1
Karnataka,Black,Sugarcane,Rabi,22.0,52.0,0.0,20.8,5.63,52.1,1,8,1,2,1
Karnataka,Clay,Sugarcane,Rabi,21.5,64.9,0.0,22.0,5.61,54.6,1,8,2,2,1
Karnataka,Loamy,Vegetables,Rabi,22.4,47.6,0.0,15.8,5.58,42.6,0,8,3,3,1
Karnataka,Loamy,Cotton,Rabi,22.6,77.8,0.0,15.3,5.62,42.6,1,8,3,0,1
Karnataka,Black,Vegetables,Rabi,23.7,70.0,0.0,10.8,5.55,52.2,0,8,1,3,1
Karnataka,Clay,Cotton,Rabi,23.7,67.9,0.0,15.5,5.75,54.4,0,8,2,0,1
Karnataka,Red,Vegetables,Rabi,23.3,59.8,0.0,15.1,5.52,32.2,1,8,4,3,1
Karnataka,Black,Vegetables,Rabi,24.0,59.8,0.0,15.8,6.04,51.4,0,8,1,3,1
Karnataka,Clay,Sugarcane,Rabi,24.2,63.0,0.0,15.2,5.62,54.6,1,8,2,2,1
Karnataka,Black,Cotton,Rabi,25.0,32.3,0.0,15.9,5.88,51.7,0,8,1,0,1
Karnataka,Clay,Vegetables,Rabi,25.4,46.9,0.0,16.2,5.68,54.5,0,8,2,3,1
Karnataka,Black,Vegetables,Rabi,25.7,50.9,0.0,11.7,5.44,52.3,0,8,1,3,1
Karnataka,Clay,Vegetables,Rabi,25.9,31.1,0.4,13.9,5.05,56.2,0,8,2,3,1
Karnataka,Loamy,Rice,Rabi,25.6,43.8,0.2,18.0,5.13,43.7,1,8,3,1,1
Karnataka,Loamy,Cotton,Rabi,26.1,62.3,0.0,12.0,4.53,44.2,1,8,3,0,1
Karnataka,Clay,Vegetables,Rabi,26.4,58.6,0.0,16.6,6.07,53.9,0,8,2,3,1
Karnataka,Clay,Rice,Rabi,26.2,89.5,0.0,21.2,6.05,53.9,1,8,2,1,1
Karnataka,Loamy,Vegetables,Rabi,26.3,79.3,0.0,22.8,6.61,41.1,0,8,3,3,1
Karnataka,Black,Vegetables,Rabi,26.1,55.3,0.0,18.3,5.83,51.8,0,8,1,3,1
Karnataka,Clay,Vegetables,Rabi,26.7,47.9,0.0,14.9,5.54,54.7,0,8,2,3,1
Karnataka,Clay,Vegetables,Rabi,27.1,80.8,0.0,16.8,6.3,53.5,0,8,2,3,1
Karnataka,Clay,Rice,Rabi,26.9,64.7,0.0,18.8,6.79,52.8,1,8,2,1,1
Karnataka,Loamy,Sugarcane,Rabi,27.1,77.9,0.0,15.8,6.45,41.3,1,8,3,2,1
Karnataka,Clay,Cotton,Rabi,27.5,62.0,0.0,12.5,6.45,53.3,0,8,2,0,1
Karnataka,Loamy,Cotton,Rabi,26.9,26.6,0.0,16.0,6.58,41.1,1,8,3,0,1
Karnataka,Clay,Sugarcane,Rabi,27.5,44.1,0.0,16.5,6.91,52.6,1,8,2,2,1
Karnataka,Loamy,Vegetables,Rabi,27.8,72.6,0.0,24.4,7.51,39.7,1,8,3,3,1
Karnataka,Black,Cotton,Rabi,26.9,45.7,0.0,25.2,7.0,50.0,0,8,1,0,1
Karnataka,Loamy,Vegetables,Rabi,26.5,42.5,0.0,20.1,6.97,40.5,0,8,3,3,1
Karnataka,Clay,Cotton,Rabi,27.7,51.9,0.0,22.2,7.18,52.2,0,8,2,0,1
Karnataka,Loamy,Cotton,Rabi,28.2,69.9,0.0,14.6,6.64,41.0,1,8,3,0,1
Karnataka,Clay,Rice,Rabi,27.5,57.6,0.0,13.5,6.07,53.9,1,8,2,1,1
Karnataka,Clay,Sugarcane,Rabi,27.5,84.9,0.0,20.5,5.6,54.6,1,8,2,2,1
Karnataka,Red,Cotton,Rabi,27.2,65.8,4.8,16.3,5.28,42.2,1,8,4,0,1
Karnataka,Black,Vegetables,Rabi,24.6,95.1,8.4,18.6,4.69,70.3,0,8,1,3,1
Karnataka,Loamy,Rice,Rabi,24.9,46.9,0.7,12.1,5.34,44.4,1,8,3,1,1
Karnataka,Clay,Cotton,Rabi,24.8,51.5,0.1,19.0,5.42,55.1,0,8,2,0,1
Karnataka,Black,Rice,Rabi,25.6,65.8,0.0,17.2,6.0,51.5,1,8,1,1,1
Karnataka,Black,Vegetables,Rabi,26.7,88.3,0.0,16.9,6.53,50.7,0,8,1,3,1
Karnataka,Loamy,Sugarcane,Rabi,27.8,73.4,0.0,16.3,6.74,40.9,1,8,3,2,1
Karnataka,Red,Cotton,Rabi,28.4,55.7,0.0,18.2,6.47,30.8,1,8,4,0,1
Karnataka,Red,Cotton,Rabi,27.1,17.9,2.4,13.5,5.18,37.5,1,8,4,0,1
Karnataka,Red,Rice,Rabi,26.7,81.0,0.4,15.7,4.71,34.2,1,8,4,1,1
Karnataka,Clay,Sugarcane,Rabi,28.5,50.0,0.0,19.8,6.52,53.2,1,8,2,2,1
Karnataka,Clay,Cotton,Rabi,29.4,71.2,0.0,20.5,6.51,53.2,0,8,2,0,1
Karnataka,Red,Rice,Rabi,28.8,42.3,0.0,18.8,6.46,30.8,1,8,4,1,1
Karnataka,Red,Cotton,Rabi,28.3,73.0,0.0,15.3,5.73,31.9,1,8,4,0,1
Karnataka,Black,Sugarcane,Rabi,28.9,73.9,0.3,18.3,6.29,51.7,1,8,1,2,1
Karnataka,Black,Rice,Rabi,28.1,64.3,1.8,17.6,6.18,54.8,1,8,1,1,1
Karnataka,Clay,Rice,Zaid,28.2,76.8,0.5,19.0,5.77,55.3,1,8,2,1,2
Bihar,Alluvial,Sugarcane,Zaid,28.5,64.2,0.0,11.0,7.02,41.5,1,2,0,2,2
Bihar,Loamy,Sugarcane,Zaid,29.3,41.1,0.0,18.2,7.05,40.4,1,2,3,2,2
Bihar,Clay,Sugarcane,Zaid,30.4,74.2,0.0,19.6,7.44,51.8,1,2,2,2,2
Bihar,Silt,Vegetables,Zaid,31.1,53.3,0.0,15.9,7.22,42.7,0,2,6,3,2
Bihar,Silt,Sugarcane,Zaid,30.2,81.8,0.0,21.6,7.92,41.6,1,2,6,2,2
Bihar,Alluvial,Sugarcane,Zaid,30.0,54.5,0.0,13.2,6.79,41.8,1,2,0,2,2
Bihar,Silt,Rice,Zaid,29.8,44.9,0.0,15.8,6.06,44.4,1,2,6,1,2
Bihar,Loamy,Wheat,Zaid,30.2,37.2,0.3,18.9,6.05,42.5,0,2,3,4,2
Bihar,Clay,Vegetables,Zaid,30.9,56.1,1.7,21.9,5.57,58.0,0,2,2,3,2
Bihar,Clay,Wheat,Zaid,28.6,62.1,0.4,12.1,5.2,56.0,0,2,2,4,2
Bihar,Silt,Rice,Zaid,27.5,64.2,0.0,10.5,5.43,45.4,1,2,6,1,2
Bihar,Alluvial,Rice,Zaid,28.3,60.9,1.7,13.2,5.27,47.5,1,2,0,1,2
Bihar,Alluvial,Wheat,Zaid,27.9,53.0,1.8,11.4,4.72,48.5,0,2,0,4,2
Bihar,Silt,Wheat,Zaid,26.4,94.0,6.3,14.1,4.64,59.1,0,2,6,4,2
Bihar,Silt,Vegetables,Zaid,27.8,57.0,0.3,12.4,5.58,45.7,0,2,6,3,2
Bihar,Loamy,Sugarcane,Zaid,29.1,62.8,0.0,10.1,5.53,42.7,1,2,3,2,2
Bihar,Silt,Sugarcane,Zaid,30.3,70.5,0.1,17.6,6.0,44.7,1,2,6,2,2
Bihar,Alluvial,Wheat,Zaid,27.8,43.4,4.0,18.3,4.96,52.6,0,2,0,4,2
Bihar,Silt,Wheat,Zaid,29.1,53.4,0.0,15.4,5.71,44.9,0,2,6,4,2
Bihar,Silt,Sugarcane,Zaid,31.4,73.6,0.0,10.8,6.22,44.2,1,2,6,2,2
Bihar,Loamy,Vegetables,Zaid,32.8,73.5,0.0,16.7,6.8,40.8,0,2,3,3,2
Bihar,Clay,Wheat,Zaid,33.8,42.1,0.0,19.9,8.14,50.8,0,2,2,4,2
Bihar,Alluvial,Sugarcane,Zaid,33.4,50.8,0.0,24.6,9.97,37.0,1,2,0,2,2
Bihar,Loamy,Rice,Zaid,33.0,68.4,0.0,20.4,9.75,36.4,1,2,3,1,2
Bihar,Clay,Sugarcane,Zaid,33.2,68.6,0.0,21.3,9.13,49.3,1,2,2,2,2
Bihar,Alluvial,Wheat,Zaid,34.0,60.1,0.0,25.8,8.33,39.5,0,2,0,4,2
Bihar,Loamy,Wheat,Zaid,32.8,55.6,0.2,17.4,6.2,42.1,0,2,3,4,2
Bihar,Clay,Vegetables,Zaid,28.2,62.1,0.2,12.8,5.91,54.5,0,2,2,3,2
Bihar,Alluvial,Wheat,Zaid,27.3,54.3,1.2,16.6,5.12,46.7,0,2,0,4,2
Bihar,Clay,Rice,Zaid,28.6,49.3,0.0,15.6,6.12,53.8,1,2,2,1,2
Bihar,Clay,Sugarcane,Zaid,26.5,57.9,6.4,16.3,4.7,68.8,1,2,2,2,2
Bihar,Silt,Wheat,Zaid,28.3,80.5,0.0,12.1,6.13,44.3,0,2,6,4,2
Bihar,Loamy,Wheat,Zaid,31.3,73.1,0.0,11.9,5.9,42.1,0,2,3,4,2
Bihar,Alluvial,Rice,Zaid,30.9,68.3,0.2,16.6,6.34,42.9,1,2,0,1,2
Bihar,Loamy,Wheat,Zaid,31.1,35.4,0.8,15.7,5.59,44.2,0,2,3,4,2
Bihar,Silt,Vegetables,Zaid,28.5,64.0,1.3,17.8,4.85,48.8,0,2,6,3,2
Bihar,Clay,Rice,Zaid,30.9,65.0,0.0,12.0,5.95,54.1,1,2,2,1,2
Bihar,Loamy,Wheat,Zaid,33.2,77.9,0.0,15.5,7.14,40.3,0,2,3,4,2
Bihar,Loamy,Wheat,Zaid,33.7,46.8,0.0,16.8,7.74,39.4,0,2,3,4,2
Bihar,Alluvial,Sugarcane,Zaid,34.1,88.0,0.1,20.8,7.56,40.9,1,2,0,2,2
Bihar,Alluvial,Sugarcane,Zaid,34.6,61.9,0.5,19.6,7.92,41.1,1,2,0,2,2
Bihar,Alluvial,Rice,Zaid,34.1,29.8,0.0,15.5,6.69,42.0,1,2,0,1,2
Bihar,Silt,Sugarcane,Zaid,33.8,45.4,0.0,20.7,7.58,42.1,1,2,6,2,2
Bihar,Clay,Wheat,Zaid,34.8,43.3,0.0,18.7,7.51,51.7,0,2,2,4,2
Bihar,Clay,Wheat,Zaid,34.0,54.3,0.0,19.3,7.09,52.4,0,2,2,4,2
Bihar,Alluvial,Rice,Zaid,33.6,74.5,0.0,20.0,7.08,41.4,1,2,0,1,2
Bihar,Alluvial,Wheat,Zaid,31.7,62.4,0.8,16.0,6.13,44.4,0,2,0,4,2
Bihar,Clay,Vegetables,Zaid,30.8,60.7,1.7,13.5,5.65,57.9,0,2,2,3,2
Bihar,Loamy,Wheat,Zaid,30.1,55.8,0.6,16.5,5.78,43.5,0,2,3,4,2
Bihar,Clay,Sugarcane,Zaid,31.4,50.1,0.1,20.5,6.23,53.9,1,2,2,2,2
Bihar,Clay,Wheat,Zaid,31.3,53.0,1.2,17.8,5.72,56.8,0,2,2,4,2
Bihar,Loamy,Rice,Zaid,30.3,96.6,0.0,13.1,4.18,44.7,1,2,3,1,2
